Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Lag_Sales_D-7,Lag_Inventory_D-1,Target_Sales_D+7,Day_of_Week
24-08-2022,S001,P0001,Groceries,East,298,42,98,38.36,44.19,5,Rainy,1,46.53,Autumn,129,401,1057,2
24-08-2022,S003,P0001,Groceries,North,383,68,86,73.42,93.58,15,Snowy,0,97.7,Spring,14,298,1042,2
25-08-2022,S003,P0001,Groceries,East,299,123,143,113.39,24.65,10,Cloudy,1,23.2,Winter,14,383,1017,3
25-08-2022,S004,P0001,Groceries,South,61,6,128,4.25,23.09,10,Cloudy,1,25.01,Spring,182,299,1367,3
27-08-2022,S001,P0001,Groceries,North,341,225,105,225.93,80.7,5,Sunny,1,82.68,Winter,74,61,1384,5
27-08-2022,S004,P0001,Groceries,North,448,436,86,444.67,92.18,0,Rainy,1,93.17,Autumn,42,341,1465,5
28-08-2022,S005,P0001,Groceries,North,145,142,149,149.34,30.03,20,Cloudy,0,28.42,Summer,157,448,1344,6
30-08-2022,S003,P0001,Groceries,East,55,17,140,22.76,75.58,5,Rainy,1,75.48,Spring,42,145,956,1
02-09-2022,S004,P0001,Groceries,East,452,418,109,418.46,70.99,10,Snowy,0,68.19,Winter,68,55,897,4
04-09-2022,S002,P0001,Groceries,East,479,140,136,141.66,71.36,20,Sunny,0,74.95,Autumn,123,452,1045,6
05-09-2022,S003,P0001,Groceries,West,219,87,77,85.97,79.44,15,Rainy,1,77.64,Autumn,6,479,876,0
06-09-2022,S002,P0001,Groceries,East,251,104,190,103,86.86,10,Snowy,1,82.08,Autumn,225,219,1071,1
08-09-2022,S001,P0001,Groceries,North,83,48,154,54.61,16.62,20,Cloudy,1,15.11,Autumn,436,251,1140,3
08-09-2022,S002,P0001,Groceries,South,98,83,176,75.91,35.07,10,Rainy,0,32.1,Spring,142,83,1428,3
10-09-2022,S002,P0001,Groceries,South,263,165,56,159.36,47.7,0,Sunny,1,44.88,Autumn,17,98,1487,5
10-09-2022,S005,P0001,Groceries,North,350,249,67,253.67,43.06,20,Cloudy,1,40.13,Autumn,418,263,1784,5
13-09-2022,S002,P0001,Groceries,West,403,335,194,350.35,57.28,15,Snowy,1,57.72,Autumn,140,350,1649,1
13-09-2022,S003,P0001,Groceries,East,231,156,181,162.94,76.59,10,Snowy,0,78.14,Summer,87,403,1464,1
13-09-2022,S004,P0001,Groceries,South,439,392,196,402.55,88.79,10,Sunny,0,88.28,Autumn,104,231,1259,1
14-09-2022,S005,P0001,Groceries,East,155,107,169,121.86,27.35,10,Cloudy,0,26.8,Winter,48,439,1174,2
15-09-2022,S001,P0001,Groceries,North,470,380,109,385.57,52.62,15,Rainy,1,52.38,Summer,83,155,1097,3
15-09-2022,S004,P0001,Groceries,North,104,30,147,21.42,62.84,10,Rainy,0,60.74,Summer,165,470,1238,3
16-09-2022,S001,P0001,Groceries,West,111,64,93,82.19,90.5,20,Sunny,1,88.37,Autumn,249,104,985,4
16-09-2022,S004,P0001,Groceries,West,183,130,98,125.09,12.94,15,Rainy,0,14.4,Autumn,335,111,1251,4
19-09-2022,S004,P0001,Groceries,North,435,71,79,78.72,31,5,Snowy,1,29.64,Autumn,156,183,1228,0
20-09-2022,S003,P0001,Groceries,East,329,315,98,315.68,71.98,10,Sunny,1,76.47,Autumn,392,435,1393,1
26-09-2022,S001,P0001,Groceries,East,362,248,194,261.34,43.75,15,Cloudy,1,43.92,Summer,107,329,1437,0
26-09-2022,S003,P0001,Groceries,North,362,127,116,138.05,20.67,10,Sunny,0,17.99,Autumn,380,362,1181,0
26-09-2022,S005,P0001,Groceries,East,377,296,175,310.66,35.34,20,Rainy,0,32.99,Winter,30,362,1318,0
27-09-2022,S001,P0001,Groceries,West,103,41,33,54.49,76.75,15,Sunny,0,81.28,Summer,64,377,1309,1
28-09-2022,S004,P0001,Groceries,South,390,295,170,312.88,98.82,20,Cloudy,0,100.82,Winter,130,103,1087,2
29-09-2022,S002,P0001,Groceries,West,252,115,114,131.61,48.49,20,Snowy,1,51.54,Spring,71,390,1110,3
30-09-2022,S001,P0001,Groceries,South,214,59,114,64.08,66.84,10,Cloudy,1,65.54,Spring,315,252,922,4
30-09-2022,S002,P0001,Groceries,West,407,385,60,377.89,77.51,15,Snowy,1,76.13,Summer,248,214,851,4
02-10-2022,S004,P0001,Groceries,East,352,118,88,114.94,96.24,5,Rainy,0,95.13,Summer,127,407,817,6
03-10-2022,S005,P0001,Groceries,North,231,74,200,64.76,18.37,15,Cloudy,0,15.23,Winter,296,352,533,0
04-10-2022,S002,P0001,Groceries,South,155,64,50,64.52,62.45,15,Sunny,0,65.01,Autumn,41,231,430,1
04-10-2022,S003,P0001,Groceries,South,393,107,129,99.56,35.49,20,Snowy,1,35.21,Summer,295,155,448,1
04-10-2022,S005,P0001,Groceries,North,390,44,136,34.07,49.97,20,Snowy,0,53.63,Summer,115,393,436,1
05-10-2022,S001,P0001,Groceries,West,159,25,42,19.91,19.32,10,Sunny,1,16.25,Spring,59,390,519,2
05-10-2022,S003,P0001,Groceries,West,155,101,105,119.38,33.13,0,Sunny,1,37.65,Summer,385,159,758,2
06-10-2022,S003,P0001,Groceries,North,168,15,188,30.95,96.57,15,Rainy,0,101.49,Summer,118,155,958,3
06-10-2022,S004,P0001,Groceries,West,227,92,39,110.67,37.33,0,Sunny,1,38.62,Winter,74,168,901,3
09-10-2022,S001,P0001,Groceries,South,91,52,108,57.7,80.46,20,Rainy,0,83.16,Summer,64,227,1203,6
09-10-2022,S002,P0001,Groceries,East,433,190,133,197.39,64.58,0,Snowy,1,66.49,Winter,107,91,1168,6
09-10-2022,S003,P0001,Groceries,South,351,283,148,278.42,41.62,15,Snowy,1,42.04,Winter,44,433,1348,6
10-10-2022,S004,P0001,Groceries,East,282,225,60,242.78,28.4,20,Snowy,0,24.61,Winter,25,351,1165,0
12-10-2022,S004,P0001,Groceries,East,106,44,139,46.41,62.17,5,Snowy,0,60.73,Summer,101,282,921,2
14-10-2022,S001,P0001,Groceries,East,414,317,92,318.92,16.47,0,Snowy,1,18.67,Autumn,15,106,725,4
15-10-2022,S001,P0001,Groceries,North,58,57,81,60.73,69.84,10,Cloudy,1,69.96,Summer,92,414,1137,5
15-10-2022,S003,P0001,Groceries,East,248,232,88,232.85,82.21,20,Snowy,1,81.26,Spring,52,58,843,5
15-10-2022,S005,P0001,Groceries,South,100,7,20,21.79,43.51,20,Snowy,1,46.72,Summer,190,248,1002,5
22-10-2022,S001,P0001,Groceries,North,211,39,188,39.75,53.26,15,Cloudy,0,53.92,Summer,283,100,959,5
22-10-2022,S002,P0001,Groceries,South,63,29,97,23.78,29.2,20,Sunny,0,33.63,Autumn,225,211,1022,5
22-10-2022,S003,P0001,Groceries,North,498,456,154,457.26,15.37,15,Cloudy,0,14.52,Spring,44,63,1154,5
24-10-2022,S005,P0001,Groceries,South,95,23,169,28.39,59.65,5,Snowy,0,60.91,Summer,317,498,1179,0
28-10-2022,S002,P0001,Groceries,South,397,216,94,214.49,29.88,15,Rainy,0,33.21,Winter,57,95,825,4
29-10-2022,S002,P0001,Groceries,East,190,189,32,182.91,27.93,5,Rainy,1,24.31,Winter,232,397,824,5
30-10-2022,S001,P0001,Groceries,North,352,70,195,73.13,70.73,5,Cloudy,0,75.62,Summer,7,190,783,6
01-11-2022,S001,P0001,Groceries,South,187,171,54,180.04,67.35,15,Rainy,1,64.22,Winter,39,352,828,1
01-11-2022,S005,P0001,Groceries,South,60,54,120,71.54,79.7,15,Sunny,0,78.73,Summer,29,187,812,1
02-11-2022,S002,P0001,Groceries,East,447,102,47,121.44,66.53,0,Rainy,1,69.45,Autumn,456,60,965,2
02-11-2022,S004,P0001,Groceries,South,366,22,81,16.68,44.25,0,Snowy,0,46.28,Summer,23,447,918,2
03-11-2022,S003,P0001,Groceries,South,400,175,163,188.44,16.62,20,Rainy,0,11.93,Autumn,216,366,987,3
03-11-2022,S005,P0001,Groceries,East,307,234,72,234.1,48.89,20,Snowy,1,49.22,Winter,189,400,1077,3
04-11-2022,S005,P0001,Groceries,South,145,54,149,61.64,55.84,20,Sunny,1,53.31,Winter,70,307,1096,4
05-11-2022,S002,P0001,Groceries,West,420,324,120,329.72,19.98,10,Cloudy,0,15.1,Spring,171,145,977,5
05-11-2022,S003,P0001,Groceries,West,364,7,38,24.01,68.56,5,Sunny,0,64.8,Winter,54,420,988,5
06-11-2022,S001,P0001,Groceries,West,403,171,94,175.63,72.66,20,Snowy,0,67.92,Winter,102,364,694,6
07-11-2022,S001,P0001,Groceries,West,176,112,62,131.48,36.66,5,Sunny,1,41.25,Summer,22,403,951,0
07-11-2022,S002,P0001,Groceries,West,241,194,86,200.02,87.16,5,Sunny,0,85.47,Summer,175,176,1125,0
07-11-2022,S003,P0001,Groceries,South,172,115,127,134.84,70.48,5,Snowy,0,71.4,Winter,234,241,1333,0
09-11-2022,S003,P0001,Groceries,South,371,65,107,83.3,15.92,10,Sunny,0,13.49,Spring,54,172,1219,2
10-11-2022,S001,P0001,Groceries,North,319,30,58,37.94,16.23,15,Sunny,0,16.97,Autumn,324,371,1183,3
10-11-2022,S003,P0001,Groceries,South,401,264,155,254.22,38.36,20,Sunny,0,41.24,Summer,7,319,1123,3
10-11-2022,S005,P0001,Groceries,South,412,345,105,359.87,84.85,20,Sunny,0,86.11,Autumn,171,401,1335,3
11-11-2022,S004,P0001,Groceries,West,387,320,95,315.67,93.31,20,Rainy,1,90.89,Spring,112,412,1218,4
12-11-2022,S004,P0001,Groceries,West,497,80,57,97.5,89.12,15,Cloudy,0,84.12,Autumn,194,387,1256,5
13-11-2022,S001,P0001,Groceries,West,494,79,197,72.66,50.52,15,Rainy,0,46.51,Summer,115,497,1073,6
14-11-2022,S002,P0001,Groceries,South,65,5,104,10.81,71.35,20,Cloudy,1,69.73,Winter,65,494,1158,0
14-11-2022,S003,P0001,Groceries,East,465,242,79,246.12,34.14,20,Cloudy,0,38.88,Summer,30,65,1147,0
14-11-2022,S004,P0001,Groceries,South,348,147,119,152.73,81.83,20,Snowy,0,78.65,Spring,264,465,1210,0
14-11-2022,S005,P0001,Groceries,North,440,383,103,394.1,40.65,10,Cloudy,0,42.46,Winter,345,348,1295,0
16-11-2022,S001,P0001,Groceries,West,406,137,27,150.83,70.57,20,Rainy,0,68.87,Summer,320,440,1486,2
16-11-2022,S002,P0001,Groceries,East,376,165,22,169.07,46.86,20,Rainy,0,44.66,Summer,80,406,1180,2
16-11-2022,S003,P0001,Groceries,East,462,68,60,62.23,89.62,20,Cloudy,0,89.86,Autumn,79,376,1252,2
16-11-2022,S004,P0001,Groceries,South,177,68,65,83.54,11.48,15,Snowy,0,14.79,Winter,5,462,1432,2
17-11-2022,S002,P0001,Groceries,West,444,327,60,323.75,62.28,15,Cloudy,1,61.31,Autumn,242,177,1436,3
20-11-2022,S002,P0001,Groceries,West,424,338,131,356.42,30.7,5,Cloudy,0,26.19,Winter,147,444,1491,6
20-11-2022,S003,P0001,Groceries,South,226,77,200,84.38,33.38,0,Rainy,1,30.8,Winter,383,424,1298,6
20-11-2022,S005,P0001,Groceries,West,275,209,91,218.92,56,20,Rainy,0,54.61,Winter,137,226,998,6
21-11-2022,S002,P0001,Groceries,East,413,345,178,361.1,95.39,15,Rainy,1,96.62,Summer,165,275,993,0
21-11-2022,S005,P0001,Groceries,East,139,72,146,71.2,83.71,15,Cloudy,0,84.5,Spring,68,413,859,0
22-11-2022,S005,P0001,Groceries,North,162,123,132,131.14,91.99,20,Snowy,1,92.92,Summer,68,139,567,1
23-11-2022,S005,P0001,Groceries,East,258,134,33,153.51,26.43,10,Snowy,0,22.85,Summer,327,162,505,2
25-11-2022,S004,P0001,Groceries,East,189,38,147,31.5,69.19,15,Cloudy,0,69.37,Autumn,338,258,744,4
26-11-2022,S001,P0001,Groceries,North,142,72,52,72.83,11.7,10,Snowy,0,16.7,Autumn,77,189,740,5
26-11-2022,S004,P0001,Groceries,North,237,75,191,77.43,12.62,10,Snowy,0,14.69,Summer,209,142,1083,5
27-11-2022,S003,P0001,Groceries,West,65,53,82,64.5,72.48,20,Cloudy,0,77.45,Spring,345,237,1271,6
28-11-2022,S001,P0001,Groceries,East,356,10,188,0.02,95.08,0,Rainy,0,97.31,Autumn,72,65,1245,0
28-11-2022,S003,P0001,Groceries,North,498,362,120,371.3,98.85,15,Cloudy,0,96.64,Summer,123,356,1383,0
29-11-2022,S002,P0001,Groceries,North,323,130,66,132.74,39.62,10,Snowy,1,39.2,Spring,134,498,1380,1
30-11-2022,S001,P0001,Groceries,East,500,381,107,378.47,83.03,15,Snowy,1,81.75,Winter,38,323,1071,2
30-11-2022,S003,P0001,Groceries,North,265,260,195,273.74,97.34,0,Rainy,0,96.24,Spring,72,500,1183,2
30-11-2022,S005,P0001,Groceries,North,103,49,166,46.24,50.21,20,Cloudy,0,50.47,Spring,75,265,1096,2
01-12-2022,S001,P0001,Groceries,South,256,191,37,203.68,81.28,20,Cloudy,0,81.53,Autumn,53,103,1006,3
03-12-2022,S001,P0001,Groceries,North,186,7,157,26.49,26.42,20,Cloudy,0,29.98,Autumn,10,256,1134,5
03-12-2022,S002,P0001,Groceries,South,290,53,80,61.59,59.33,10,Cloudy,1,57.55,Winter,362,186,1096,5
03-12-2022,S004,P0001,Groceries,West,297,242,193,253.35,90.84,15,Snowy,0,93.99,Autumn,130,290,1199,5
04-12-2022,S005,P0001,Groceries,East,455,294,56,292.21,11.91,10,Cloudy,1,11.08,Spring,381,297,1166,6
05-12-2022,S004,P0001,Groceries,North,251,170,40,185.13,75.95,0,Cloudy,1,77.56,Summer,260,455,954,0
06-12-2022,S001,P0001,Groceries,North,468,177,87,183.82,30.15,10,Snowy,1,32.92,Summer,49,251,748,1
08-12-2022,S002,P0001,Groceries,North,220,153,62,159.91,63.01,0,Sunny,1,63.75,Autumn,191,468,765,3
08-12-2022,S003,P0001,Groceries,East,275,110,168,112.06,34.82,10,Sunny,0,38.75,Winter,7,220,930,3
10-12-2022,S002,P0001,Groceries,East,202,20,120,17.5,97.93,20,Rainy,0,93.38,Summer,53,275,871,5
10-12-2022,S003,P0001,Groceries,East,124,30,115,28.2,56.67,10,Rainy,0,56.94,Autumn,242,202,999,5
12-12-2022,S005,P0001,Groceries,South,301,88,56,83.28,96.58,10,Rainy,0,92.84,Summer,294,124,1093,0
13-12-2022,S004,P0001,Groceries,West,400,187,104,188.17,62.69,5,Sunny,0,62.09,Spring,170,301,1104,1
13-12-2022,S005,P0001,Groceries,East,485,342,126,358.66,35.1,0,Snowy,1,40.06,Autumn,177,400,1112,1
14-12-2022,S001,P0001,Groceries,East,261,94,137,84.73,61.64,10,Cloudy,0,57.47,Summer,153,485,1019,2
14-12-2022,S005,P0001,Groceries,North,329,238,188,233.26,49.17,15,Cloudy,0,50.36,Spring,110,261,733,2
15-12-2022,S001,P0001,Groceries,West,201,114,118,113.35,94.23,0,Sunny,1,98.95,Spring,20,329,664,3
15-12-2022,S002,P0001,Groceries,East,229,41,126,43.34,19.88,0,Rainy,1,24.14,Spring,30,201,621,3
15-12-2022,S003,P0001,Groceries,South,135,96,177,109.05,48.69,0,Snowy,1,52.42,Summer,88,229,674,3
17-12-2022,S002,P0001,Groceries,East,223,94,185,106.75,23.49,15,Cloudy,0,22.67,Summer,187,135,764,5
19-12-2022,S002,P0001,Groceries,North,295,56,96,57.74,92.88,0,Sunny,0,93.65,Spring,342,223,708,0
19-12-2022,S004,P0001,Groceries,South,184,25,107,26.67,77.81,5,Cloudy,0,78.59,Spring,94,295,757,0
19-12-2022,S005,P0001,Groceries,North,225,195,24,212.25,10.82,15,Sunny,0,11.66,Summer,238,184,787,0
21-12-2022,S001,P0001,Groceries,East,246,167,124,183.87,35.45,10,Sunny,1,31.76,Winter,114,225,826,2
23-12-2022,S003,P0001,Groceries,South,295,131,87,148.91,89.44,5,Snowy,0,88.82,Summer,41,246,795,4
24-12-2022,S001,P0001,Groceries,South,87,40,152,50.75,53.01,5,Sunny,0,50.72,Autumn,96,295,691,5
24-12-2022,S002,P0001,Groceries,North,302,143,52,152.96,24.11,5,Snowy,1,26.02,Winter,94,87,647,5
25-12-2022,S001,P0001,Groceries,North,99,86,39,84.77,19.82,10,Snowy,1,16.77,Autumn,56,302,635,6
26-12-2022,S005,P0001,Groceries,South,103,64,128,67.94,26.23,15,Cloudy,0,28.13,Spring,25,99,629,0
27-12-2022,S001,P0001,Groceries,East,448,164,103,162.36,25.15,0,Cloudy,0,21.87,Spring,195,103,659,1
27-12-2022,S002,P0001,Groceries,South,72,63,146,59.75,71.78,20,Cloudy,0,74.25,Autumn,167,448,955,1
28-12-2022,S002,P0001,Groceries,West,137,87,114,88.4,93.12,5,Cloudy,0,93.1,Autumn,131,72,889,2
28-12-2022,S004,P0001,Groceries,South,270,28,75,34.89,79.42,0,Snowy,0,74.98,Spring,40,137,951,2
29-12-2022,S003,P0001,Groceries,East,243,137,81,133.18,31.31,15,Cloudy,0,33.16,Autumn,143,270,873,3
30-12-2022,S002,P0001,Groceries,South,332,116,163,126.76,52.64,5,Snowy,1,55.35,Autumn,86,243,1180,4
30-12-2022,S003,P0001,Groceries,South,371,360,55,364.29,55.52,15,Sunny,1,58.22,Summer,64,332,1058,4
30-12-2022,S004,P0001,Groceries,West,211,98,145,104.49,44.7,0,Rainy,1,45.08,Autumn,164,371,950,4
30-12-2022,S005,P0001,Groceries,South,355,125,30,133.08,57.65,10,Snowy,0,52.74,Winter,63,211,702,4
31-12-2022,S003,P0001,Groceries,South,80,9,144,3.23,99.27,5,Rainy,0,94.56,Spring,87,355,624,5
02-01-2023,S002,P0001,Groceries,North,359,335,117,328.28,22.95,0,Snowy,0,22.25,Autumn,28,80,654,0
04-01-2023,S004,P0001,Groceries,South,319,15,132,16.76,20.13,5,Cloudy,0,23.35,Autumn,137,359,831,2
05-01-2023,S004,P0001,Groceries,East,76,8,118,0.76,89.04,15,Snowy,1,88.21,Autumn,116,319,580,3
06-01-2023,S004,P0001,Groceries,East,124,112,165,114,30.63,20,Rainy,0,26.89,Summer,360,76,574,4
07-01-2023,S005,P0001,Groceries,North,421,20,176,39.4,36.21,5,Snowy,1,33.99,Winter,98,124,892,5
11-01-2023,S005,P0001,Groceries,South,367,155,126,159.28,41.34,0,Rainy,1,46.08,Winter,125,421,857,2
12-01-2023,S003,P0001,Groceries,East,272,186,97,189.45,38.56,15,Cloudy,0,41.62,Spring,9,367,857,3
14-01-2023,S004,P0001,Groceries,East,174,84,97,86.91,29.67,5,Rainy,0,30.56,Winter,335,272,746,5
16-01-2023,S004,P0001,Groceries,North,57,9,59,0.19,26.57,10,Rainy,0,25.3,Summer,15,174,603,0
17-01-2023,S002,P0001,Groceries,East,478,326,67,331.73,38.93,10,Cloudy,0,40.87,Winter,8,57,655,1
17-01-2023,S005,P0001,Groceries,East,82,77,121,81.5,26.73,15,Snowy,1,24.27,Summer,112,478,973,1
18-01-2023,S003,P0001,Groceries,West,152,20,159,37.13,55.32,15,Snowy,0,58.61,Spring,20,82,1071,2
18-01-2023,S004,P0001,Groceries,North,389,44,93,63.09,70.15,20,Snowy,0,74.01,Spring,155,152,1212,2
18-01-2023,S005,P0001,Groceries,North,297,43,177,35.92,53.02,15,Snowy,0,57.7,Spring,186,389,1599,2
22-01-2023,S003,P0001,Groceries,West,139,136,103,136.38,55.38,0,Snowy,0,53.64,Winter,84,297,1563,6
22-01-2023,S004,P0001,Groceries,South,407,327,145,331.74,59.99,20,Snowy,0,62.93,Spring,9,139,1523,6
23-01-2023,S002,P0001,Groceries,West,441,424,147,425.76,59.76,20,Snowy,1,56.64,Winter,326,407,1492,0
23-01-2023,S003,P0001,Groceries,East,431,218,59,231.01,33.76,0,Cloudy,1,33.19,Summer,77,441,1588,0
24-01-2023,S001,P0001,Groceries,North,445,407,110,404.58,42.97,15,Snowy,1,38.76,Autumn,20,431,1216,1
24-01-2023,S005,P0001,Groceries,East,380,8,140,2.24,78.69,20,Snowy,1,81.44,Spring,44,445,1219,1
25-01-2023,S001,P0001,Groceries,South,331,3,163,-5.87,75.11,0,Cloudy,0,77.2,Autumn,43,380,857,2
25-01-2023,S005,P0001,Groceries,South,324,105,72,122.9,46.45,15,Rainy,1,45.4,Spring,136,331,1039,2
27-01-2023,S002,P0001,Groceries,West,498,423,150,434.92,78.07,15,Rainy,0,73.82,Spring,327,324,1172,4
28-01-2023,S002,P0001,Groceries,East,219,52,197,48.28,91.48,0,Rainy,0,94.54,Autumn,424,498,1158,5
29-01-2023,S001,P0001,Groceries,South,296,221,184,218.87,49.34,20,Cloudy,0,49.31,Winter,218,219,1052,6
29-01-2023,S003,P0001,Groceries,West,487,45,142,44.12,93.36,5,Sunny,1,93.7,Summer,407,296,1046,6
30-01-2023,S003,P0001,Groceries,South,337,190,159,208.17,85.13,5,Rainy,0,85.07,Spring,8,487,851,0
31-01-2023,S004,P0001,Groceries,South,147,136,177,126.95,75.63,10,Cloudy,0,76.85,Summer,3,337,1099,1
01-02-2023,S001,P0001,Groceries,East,191,91,113,101.43,76.77,10,Rainy,1,75.3,Autumn,105,147,1054,2
02-02-2023,S005,P0001,Groceries,South,348,317,113,328.87,57.47,5,Snowy,0,54,Summer,423,191,1081,3
04-02-2023,S003,P0001,Groceries,South,213,46,173,47.04,59.17,20,Rainy,1,56.1,Summer,52,348,1235,5
04-02-2023,S005,P0001,Groceries,North,141,26,64,17.21,34.72,20,Sunny,0,35.94,Spring,221,213,1048,5
07-02-2023,S004,P0001,Groceries,East,315,293,188,307.77,62.1,0,Cloudy,1,57.44,Autumn,45,141,1375,1
08-02-2023,S001,P0001,Groceries,North,490,145,93,150.68,93.8,5,Cloudy,0,90.83,Autumn,190,315,1685,2
08-02-2023,S004,P0001,Groceries,South,297,163,103,161.49,45.79,0,Sunny,1,47.68,Spring,136,490,1733,2
09-02-2023,S001,P0001,Groceries,South,480,245,36,239.54,97.02,0,Sunny,0,92.83,Summer,91,297,1793,3
10-02-2023,S001,P0001,Groceries,North,376,130,164,134.66,43.14,15,Rainy,1,46.84,Summer,317,480,1985,4
11-02-2023,S005,P0001,Groceries,West,492,373,184,378.79,74.01,0,Cloudy,1,74.01,Spring,46,376,2125,5
12-02-2023,S001,P0001,Groceries,East,384,336,102,337.95,23.02,0,Sunny,1,24.44,Spring,26,492,2236,6
13-02-2023,S001,P0001,Groceries,East,348,341,74,358.59,55.69,20,Snowy,1,59.96,Winter,293,384,1994,0
13-02-2023,S002,P0001,Groceries,South,307,205,197,219.27,12.75,5,Snowy,0,16.13,Summer,145,348,1711,0
13-02-2023,S003,P0001,Groceries,North,431,355,146,358.49,24.62,20,Snowy,1,27.41,Summer,163,307,1543,0
14-02-2023,S005,P0001,Groceries,South,453,385,94,382.93,78.15,5,Snowy,0,76.39,Autumn,245,431,1472,1
15-02-2023,S002,P0001,Groceries,South,432,241,177,253.46,55.95,15,Snowy,0,52.48,Summer,130,453,1355,2
15-02-2023,S005,P0001,Groceries,West,187,131,200,131.85,55.26,20,Cloudy,0,57.68,Spring,373,432,1000,2
16-02-2023,S005,P0001,Groceries,South,146,53,28,70.28,91.53,15,Sunny,0,96.28,Summer,336,187,996,3
17-02-2023,S001,P0001,Groceries,South,464,173,34,167.02,79.76,5,Snowy,0,80.74,Summer,341,146,871,4
18-02-2023,S004,P0001,Groceries,North,238,134,31,144.12,45.71,15,Rainy,0,44.66,Autumn,205,464,1107,5
21-02-2023,S002,P0001,Groceries,West,413,238,141,247.45,80.06,5,Sunny,1,82.58,Spring,355,238,1252,1
22-02-2023,S003,P0001,Groceries,West,204,30,97,48.39,77.8,10,Sunny,0,76.51,Autumn,385,413,1151,2
23-02-2023,S001,P0001,Groceries,West,317,237,124,240.42,70.85,15,Rainy,1,72.32,Summer,241,204,1363,3
23-02-2023,S003,P0001,Groceries,North,345,6,129,24.79,88.95,20,Snowy,0,91.25,Summer,131,317,1458,3
24-02-2023,S002,P0001,Groceries,North,486,289,169,293.36,71.76,0,Sunny,1,69.85,Winter,53,345,1579,4
25-02-2023,S005,P0001,Groceries,West,364,318,49,326.86,23.22,0,Cloudy,0,27.99,Spring,173,486,1752,5
26-02-2023,S002,P0001,Groceries,North,66,33,22,36.36,68.91,20,Cloudy,1,68.49,Spring,134,364,1546,6
26-02-2023,S005,P0001,Groceries,East,474,450,87,448.3,88.11,15,Rainy,1,85.06,Summer,238,66,1247,6
27-02-2023,S003,P0001,Groceries,South,315,125,106,126.5,77.31,15,Snowy,1,80.06,Autumn,30,474,1254,0
28-02-2023,S005,P0001,Groceries,South,482,358,22,367.22,35.41,0,Snowy,1,34.11,Winter,237,315,972,1
01-03-2023,S004,P0001,Groceries,South,227,179,67,184.16,19.37,0,Rainy,0,20.96,Winter,6,482,1258,2
01-03-2023,S005,P0001,Groceries,South,108,83,87,89.4,47.63,10,Cloudy,1,48.88,Summer,289,227,1229,2
02-03-2023,S003,P0001,Groceries,South,84,19,175,36.27,87.44,15,Snowy,0,91.32,Summer,318,108,1106,3
02-03-2023,S004,P0001,Groceries,North,429,40,96,58.73,54.31,15,Snowy,0,54.77,Summer,33,84,1089,3
04-03-2023,S001,P0001,Groceries,North,226,168,111,166.88,12.41,0,Rainy,0,7.73,Autumn,450,429,1228,5
04-03-2023,S002,P0001,Groceries,South,486,411,122,409.18,79.26,5,Cloudy,1,83.49,Summer,125,226,1201,5
04-03-2023,S004,P0001,Groceries,North,417,329,165,332.85,93.86,10,Snowy,1,98.45,Summer,358,486,1247,5
09-03-2023,S004,P0001,Groceries,North,125,56,161,69.92,55.88,15,Snowy,0,54.96,Autumn,179,417,917,3
10-03-2023,S004,P0001,Groceries,East,163,66,189,68.81,79.16,20,Cloudy,1,83.52,Summer,83,125,707,4
11-03-2023,S002,P0001,Groceries,South,318,158,168,172.1,68.06,15,Sunny,0,71.41,Spring,19,163,704,5
13-03-2023,S002,P0001,Groceries,North,450,13,97,24.13,83.78,0,Rainy,0,84.56,Autumn,40,318,882,0
13-03-2023,S005,P0001,Groceries,South,372,214,94,208.52,48.44,10,Snowy,1,45.69,Autumn,168,450,767,0
14-03-2023,S004,P0001,Groceries,West,440,81,121,71.03,42.96,10,Cloudy,1,40.41,Autumn,411,372,878,1
15-03-2023,S002,P0001,Groceries,East,419,119,144,129.9,94.24,15,Sunny,0,93.85,Autumn,329,440,897,2
16-03-2023,S001,P0001,Groceries,East,57,53,185,58.35,83,20,Snowy,0,79.14,Winter,56,419,1095,3
16-03-2023,S002,P0001,Groceries,West,244,244,57,255.23,52.22,10,Cloudy,0,48.24,Winter,66,57,1014,3
17-03-2023,S005,P0001,Groceries,North,97,43,152,44.31,31.27,10,Rainy,0,30.4,Spring,158,244,1117,4
18-03-2023,S002,P0001,Groceries,North,254,124,163,137.07,87.05,15,Sunny,0,86.35,Spring,13,97,1061,5
19-03-2023,S001,P0001,Groceries,East,339,233,47,251.54,22.41,0,Rainy,0,24.63,Summer,214,254,1215,6
20-03-2023,S004,P0001,Groceries,South,408,279,127,281.56,61.06,5,Sunny,1,58.52,Summer,81,339,1343,0
21-03-2023,S001,P0001,Groceries,West,318,38,76,29.18,96.74,20,Rainy,1,95.75,Spring,119,408,1196,1
21-03-2023,S002,P0001,Groceries,South,288,156,136,160.85,40.46,10,Sunny,1,43.62,Spring,53,318,933,1
21-03-2023,S003,P0001,Groceries,East,445,188,170,192.68,10.5,5,Snowy,0,11.46,Summer,244,288,1041,1
